Author,Comment Posted,Content,Like
anonymous,1 week ago,Well that's shannon i think in boxing you have to score points by being offensive than being defensive,
Ronny Doria,1 day ago,🇵🇭❣️,
Dranej Ace,1 week ago,If pacman fights Floyd 5 years earlier pacman will surely win that fight Floyd's a ducker,1
Justin Marfori,3 days ago,He will come back after the election!!!!!,
Beeman 2892,2 days ago,💛💜,
junn interim,3 days ago,Shannon sounds like Tyrone of Ownage Pranks.,
AM Napoli American Muscle,4 days ago,Paq is a hofer for sure. He's also lucky he fought Ugas and not Spence. Ugas is not a knockout artist.,
Angry Hooman,15 hours ago,The man who didn't dodged anyone!!,
Supreme doc,3 days ago,IF FLOYD WAS WHITE HED BE THE GREATEST..,
Miggy,1 week ago,Manny Lodi kita sa boxing pero pag tungkol sa presedent please wag na😭😭,1
April Villagracia,6 days ago,"They hate it, Mayweather has been running away from Pacquiao .. hahah3D",
George Hillier,1 day ago (edited),"The time was right, personally I think he should have done it 5 years ago. He's a great though, and will go down in the history books as one of the best. If he fought Mayweather 4 years previous, as I'm sure he'd have won.",
Ely Mejoge,6 days ago,"For me, manny pacquiao is the, GOAT,",
randy flores,3 days ago,I agree we love him,
Mr. Awesome,1 week ago,Yeah yeah pacquiao cant touch floyd cuz hes always running!! Lol,
Fat REEJAY,3 days ago,"I don't believe everyone wants to be Floyd. His a runner. Everyone knows it...
Thumbs up if you agree.",
Versace Gaming,3 days ago,If pacquiao Top 5 or top 3 what that make Floyd number 1? Cause he should be,
E8ght,4 days ago,It became about Floyd because they were dishonest about Pacquiao. He was a great fighter with many flaws. He was not unbeatable. Marquez was not being “dominated” the whole 4th fight. There’s so much dishonesty from pro-Pacquiao (anti-Floyd) fans.,
eugene lacsamana,3 days ago,"Infairness to mayweather...He is a good fighter, strong fighter, whole world will agree to that...but what is the Criteria of being GOAT or Greatest Of All Time? is it being Undepeated or being Only 8th division champion? GOAT is about greatest of all time, Muhhamad Ali has a loss record but declares a GOAT for boxing history,  meaning being undepeated is not a big issue to be a Greatest Of All Time because Muhhamad Ali has a loss record..God bless you all Skip & Shannon",
Redd wolf,4 days ago,Smh Floyd won,
DJ Rome Lee,6 days ago (edited),"Manny is the real GOAT. 
If you won a boxing fight because of dodging, hugging, and running, you didn't really won the fight. 
A boxing ring is made to fight, not to run. ",
tony tang,4 days ago,Boxing staged from day one…,1
UsoShitOn 1,4 days ago,Just know pac is the ppls champion and Floyd is the money champ...ppl will remember pac more than Floyd no matter what.,
Ridertainment Channel,4 days ago,"Pacquiao could be the number 1, he got achievements that no boxer has ever achieved, and would be hard for them to match his resume,

holder of 4 titles in 4 different decades, yeah! the one only boxer with this kind of achievement, also the one and only 8 division champ.",
mauri,4 days ago,as an American  Manny Paquiao should be ranked #1 The greatest boxer ever been..no one will accomplish an 8 division champ like he did in anyones lifetime  ...,
Mr. Cris Pam,4 days ago,"He is a great fighter of all time but not in politics,he should not destroy his legacy from politics. Hope he will change his mind. I love him as my hero in boxing!",
Edwin Singh,6 days ago,Paquiao is a GOAT,
PinoysarapUSA,1 week ago,People's  champion! Manny the pacman pacquiao.,
Rob G,5 days ago,"Floyd Mayweather beat Canelo.
Floyd Mayweather Paquio.
Floyd was 36 yrs old  went up to 152lbs to beat a 23yr champion Canelo
Manny is years younger than Mayweather, Floyd beat him too.",
JHONG SPORTS,3 days ago,From 108pounds  to 154pounds is just wow tell me if another boxer can do that,
Jordan Melby Vlogs,1 day ago,Next President of the Philippines!!! Mabuhay!!! 🇵🇭,
jyp sm,1 week ago,Shannon knows something not right about Ph president lmao.,
LBJ Da GOAT,2 days ago,He's tired of being rubbed that's why. 🤷‍♂️,
ANDREI MENDOZA,1 week ago,"All Filipinos say that he should only retire from politics and not from boxing, he should fight at least once",1
minkyem,6 days ago,Pac was converted by Marquez right hand in IV.,
Jeh Dee,5 days ago,"He didnt wipe the divisions out....fighting rios off a loss...fighting clottey off a loss😂😂fighting margarito off being knocked out 😂😂

Fighting bum in chris algeri",
Watchdog,1 day ago (edited),He didn't duck opponents like Mayweather did and also didn't have judges on his side like when MAYWEATHER CLEARLY LOST AGAINST CASTILLO.,
James Benedict Castillo,4 days ago,"If you can choose a career, manny or floyd?",
Twokel Lunok,6 days ago,Every time i saw a poor kid asking for money. I gave them a coin and tell them to train in boxing,
Fred M,2 days ago,Pacquiao did retired to pursue his political career. He filed his certificate of candidacy running as Philippine president.,
clarkie A.,1 week ago (edited),"I just want to share what manny pacquiao said to the celebrity artist vlogger here in the philippines that the before marquez and pacquiao fought4, manny pacquiao dreamed before the fight with marquez about his in the top of the mountain something like that, watching a (Red) horse  running so fast with a rider and pacquiao is watching and there is a river hole flowing and the horse is running so fast to overpass that river hole and then suddenly it failed he crushed like a flat down just like what happened to pacquiao when marquez knock him out. When pacquiao woke up that dream cant erase on his mind because his very curious what is the meaning of his dream he called the pastor and then he shared they pray etc. That's why manny pacquiao said that when marquez knock him out and woke up ""he smiled"" and remembered he's dream. Watch again the marquez pacquiao after pacquiao knock out you will see the smiling face of manny pacquiao after he got knock out",2
Al Tab,5 days ago,I though this was a manny pacquiao tribute but it turn into manny and floyd goat debate,
d trump,5 days ago,Floyd is great but pacman is a legend,
Keep Learning while Gaming,1 week ago,"Mayweather has his spy on Pacquiao's camp, Floyd knew Pacquiao's shoulder got injured before their fight.",
nestor talle,1 week ago,"""THE GOAT"" MANNY 'PACMAN' PACQUIAO IN 8 DIVISION LEGEND.",1
any means,5 days ago,He was all offense that's why he took those losses,
Danvic Scorp,3 days ago,"Hes a liar, when he was running in congress he said that he well retired in boxing so that he can focus in his politics that promised was also repeated when he run in senate, the outcome he has the most absent politician, now he was running in presidental race he retired in boxing, never because he well lost billion pesos he will back immediatelly in boxing.",
Dale Swenson,4 days ago,"He is a boxing legend for sure, as a Filipino, It's a shame that he is running for the presidential position. SMH!",
kleyton sudario,1 week ago,Castillo beat floyd lol😂,
Don Lee.,1 week ago,"Manny Pacquiao is the Kobe Bryant, Derek Jeter, Wayne Gretzky , Ronaldo , Tiger Woods , Tom Brady  of other sports.",
San Valders,1 week ago,Because mayweather didn’t want fight prime pacquiao he knows he lose,
Manny Zavala,6 days ago,Why not talk about Canelo since he’s fighting a PBC fox fighter 😒,
Khail Dancel,4 days ago,"The truth is I think both prime Floyd and prime Manny would have difficult time with each other. Prime Floyd's defense was superb when comparing to his post prime and prime Manny's powerful and quick punches plus his stamina was also superb during his prime. I think prime Floyd would have a hard time getting tiring prime Manny cause thats Floyd's plan his whole career, to get you tired after the first 4 rounds then he fires the bombs and prime Manny would have a hard time doing successful flurries against prime Floyd cause of his fast dodges and counters.",
Nuwbi Harar,6 days ago,He didn’t fight at 154. Lol he fought a catch weight against margarito .,
ricky rolls,16 hours ago (edited),"mad respects for pacquiao in his boxing skills no cap but him running for presidency is a fckin joke, almost comical tbh",
Jasmar Guillermo,6 days ago,Floyd did not fight he just ran.,
GgG,4 days ago,Manny cant touch mayweather?? How bout that moment when manny punched him in the face?,
SoyPinoy,6 days ago,I got 1. manny pacquiao goat then 2 serafim todorov,
Zakarias Altarejos,5 days ago,Pacman was a GOAT 🐐🐐🐐,
Propa Ghandi,1 week ago (edited),What Shannon sharpe really thinks of manny Pacquiao is at the end of the video. What a snake he is. Classless .,
Just Lowkey,3 days ago,Mayweather is choosy fighter,1
Rameka Peita,1 week ago,Regardless when Floyd forth Pacman Floyd absolutely schooled him why do you think it would have been any different five yrs earlier 🤣😂🤣,1
Dont Me,2 days ago,the difference of manny Pacquiao from any other boxer is that any fighter who wants to fight him he never back out or evade any fight even he has injury.,
HansZel,5 days ago,His legacy will age better than a fighter with 0 lose record and cherry picks fights.,
Dum Accou,3 days ago,PACQUIAO IS THE GOAT THAT NO ONE CAN DO AN 8 DIVISION WORLD CHAMPION AND MAYWEATHER IS JUST A NORMAL UNDEFEATED BOXER,
shooter9,4 days ago (edited),He fought everybody...except for Chris John of Indonesia.,
ehmjeigh,1 week ago,"Ugas is prepared dear sirs....
Very early was informed. He study manny   since the beginning. It was staged...",
Uldarico Ramirez,5 days ago,RUN FLOYD RUN,
Dison Arnibal,4 days ago,"Old Generation: Punches talk.
New Generation: Money talks.",
Alexandra,3 days ago,People still don't give Floyd his credit,
RNR FILMSS,1 week ago,Baloney! He will return to box because he will suffer another humiliating loss.,
Mark Alison Macalino,1 week ago,"Filipinos may have lost pacquiao on boxing but we still have many young fighters hungry and waiting to make their name in the sport of boxing we still have: Donaire, Casimero, Magsayo and many more upcoming champs.",
Ria Gabasa,3 days ago,Manny Pacquiao is the Greatest Of All Time🐐👊👊👊👊👊,
kenty mashmilo,3 days ago (edited),"Era of legends that started  during  Ali and ended with Pac  , now boxing is all about youtubers/tiktokers that wanted to be boxers.",
Christel Benedict Casala,4 days ago,pilipino pride🇵🇭🇵🇭🇵🇭🙏🙏🙏,
Bad drummer's corner,4 days ago,He is the greatest,
Chris Chan,1 day ago,"The whole world praises him,
While Filipinos are bashing and making fun of him.",
mixbreed451,5 days ago,If that’s the case why manny didn’t fight canelo or Marcos. Floyd beat more champions than manny,
Bernie's Travelog,4 days ago,Remember that all those guys were all much much bigger than Pacquiao!,
Christopher -side dude- Murican,1 week ago,Lol he ducked Crawford since 2014 ; and ducked Spence Jr. only to get exposed by Ugas.,
Benny Gonzales,1 week ago,We miss you manny 😔😔😔,
BRYAN LEE,2 days ago,But hes now pursuing politics which i dont think he should.. id rather want to see him on the ring not as our president,1
Jeh Dee,5 days ago,Canelo was 23 and was a pro for almost 9 years..he was a world champion and had beaten 7 world champions prior fighting to Floyd.  Canelo was the number 2 ranked light middleweight,
Jose Rey Leguira,2 days ago,Floy Mayweather is the most boring boxer of all time. lmao,1
cry sis,4 days ago,"In that ugas vs Manny,. It's like you are studying science subject then suddenly you are taking mathematics,...",
Rider23,3 days ago,We miss you manny,
discpline respect,3 days ago,Hope he can be a great president of the Philippines.,
Richard Docog,5 days ago,If Mayweather fight Kieth Thurman maybe he's the greatest .. but for sure he won't fight Kieth Thurman he choose what he want to fight he avoided the best .. Manny Pacquiao fights the best of the best even he's aging .. that's G.O.A.T ..,
Teachmehowtodoge,5 days ago,"Manny’s era ended, who’s era is next?",
Juan Cruz,4 days ago,He's not gonna win. In his ambitious dreams 🙄🤨🧐🤔,
